ONS ward no,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature) ,PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both),Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
E05000262,Hammersmith & Fulham,Sands End,9143,2980,32.6,2967,32.5,3007,32.9,0,5,1,7,0,13,1352,0,0,1352,0,868,26,0,0,0,0,4,454,1352,868,5,17,841,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000263,Hammersmith & Fulham,Shepherds Bush Green,8578,2996,34.9,2983,34.8,3023,35.2,0,3,0,10,0,13,895,0,0,895,0,605,17,0,0,0,0,3,270,895,605,7,17,578,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000264,Hammersmith & Fulham,Town,8000,2586,32.3,2561,32.0,2624,32.8,0,3,0,22,0,25,1028,0,0,1028,0,735,19,0,0,0,0,5,269,1028,735,11,15,697,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000265,Hammersmith & Fulham,Wormholt & White City,8862,3276,37.0,3249,36.7,3326,37.5,0,4,0,23,0,27,952,0,0,952,0,639,12,0,0,0,0,5,296,952,639,11,31,589,50,,,,,,,,,,,,,,,,,,,,,,,,,
E05000266,Haringey,Alexandra,8531,4213,49.4,4190,49.1,4236,49.6,,2,,21,,23,970,8,7,985,,708,24,1,3,1,,11,237,985,708,13,10,685,23,n/a,95,192,,7,07/05/2014,08-11/05/2014,,87,no,67,69,52,99,95,88,25,47,Xpress,Xpress,102,,,,
E05000267,Haringey,Bounds Green,9365,3540,37.8,3523,37.6,3562,38.0,,3,,14,,17,1102,9,5,1116,,715,27,1,5,,,13,355,1116,715,11,12,693,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000268,Haringey,Bruce Grove,9495,2892,30.5,2864,30.2,2905,30.6,,12,,16,,28,697,2,3,702,,421,13,,2,,1,12,253,702,421,7,6,408,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05000269,Haringey,Crouch End,9575,4192,43.8,4177,43.6,4214,44.0,,,,15,,15,1190,11,6,1207,,819,19,2,4,1,,13,349,1207,819,11,11,797,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000270,Haringey,Fortis Green,9122,3869,42.4,3862,42.3,3903,42.8,,3,,4,,7,1257,21,11,1289,,887,23,1,7,,,15,356,1289,887,14,20,853,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000271,Haringey,Harringay,9139,3703,40.5,3688,40.4,3731,40.8,,2,,13,,15,661,8,3,672,,479,20,,6,1,,17,149,672,479,18,10,451,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000272,Haringey,Highgate,8348,3649,43.7,3627,43.4,3676,44.0,,2,,20,,22,1324,16,7,1347,,921,22,3,2,3,1,19,376,1347,921,9,18,894,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000273,Haringey,Hornsey,9259,4145,44.8,4127,44.6,4171,45.1,,7,,11,,18,1016,11,5,1032,,739,18,4,9,1,,11,250,1032,739,11,10,713,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000274,Haringey,Muswell Hill,7974,3895,48.9,3878,48.6,3923,49.2,,9,,8,,17,935,12,5,952,,671,17,,5,2,,15,225,935,671,14,16,643,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000275,Haringey,NOEL PARK,9532,3203,33.6,3193,33.5,3228,33.9,,3,,7,,10,830,8,3,841,,527,11,,6,,,13,284,841,527,9,16,502,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000276,Haringey,Northumberland Park,9172,2934,32.0,2905,31.7,2967,32.3,,13,1,13,,29,787,7,3,797,,519,11,1,4,,,18,244,797,519,21,12,486,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000278,Haringey,Seven Sisters,10155,3754,37.0,3728,36.7,3790,37.3,,4,,22,,26,1238,12,6,1256,,801,31,4,19,1,,29,371,1256,801,13,23,765,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000277,Haringey,St. Anns,9680,3146,32.5,3127,32.3,3146,32.5,,4,,15,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000279,Haringey,Stroud Green,9044,4147,45.9,4129,45.7,4180,46.2,,3,,15,,18,896,8,8,912,,650,10,1,3,,,10,238,912,650,11,22,617,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000280,Haringey,Tottenham Green,9866,3147,31.9,3122,31.6,3184,32.3,,5,,20,,25,822,6,7,835,,548,9,1,7,3,,10,257,835,548,16,21,511,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000281,Haringey,Tottenham Hale,10096,3214,31.8,3182,31.5,3254,32.2,,2,,30,,32,862,12,7,881,,572,8,2,2,1,,11,285,881,572,17,23,532,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000282,Haringey,West Green,9151,3088,33.7,3074,33.6,3119,34.1,,4,,10,,14,786,6,4,796,,519,4,,7,,1,12,253,796,519,20,11,488,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000283,Haringey,White Hart Lane,8725,2870,32.9,2852,32.7,2897,33.2,,5,,13,,18,881,6,9,896,,542,19,2,11,1,,22,299,896,542,12,15,515,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000284,Haringey,Woodside,9273,3273,35.3,3251,35.1,3313,35.7,,11,,11,,22,931,8,9,948,,629,15,1,7,1,,11,267,931,629,22,18,589,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000285,Harrow,Belmont,8563,3601,42.1,3575,41.7,3671,42.9,0,1,0,25,0,26,1660,4,0,1664,5,1043,8,1,3,0,0,4,605,1664,1043,6,41,973,50,264,7,175,3,110,06/05/02014,09/05/2014,3370,100,Yes,26,67,20,389,268,104,30,70,Xpress,Xpress,120,,,,
E05000286,Harrow,Canons,10234,3808,37.2,3750,36.6,3893,38.0,0,7,0,51,0,58,2439,2,0,2441,3,1595,20,0,2,0,0,20,804,2441,1595,13,39,1510,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05000287,Harrow,Edgware,8504,3353,39.4,3320,39.0,3441,40.5,0,4,0,29,0,33,1356,1,0,1357,1,892,16,0,1,0,0,8,440,1357,892,6,56,804,64,,,,,,,,,,,,,,,,,,,,,,,,,
E05000288,Harrow,Greenhill,9117,3159,34.6,3147,34.5,3210,35.2,0,3,0,9,0,12,1640,1,0,1641,1,1000,10,0,1,0,0,5,625,1641,1000,3,34,949,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000289,Harrow,Harrow on the Hill,8756,3413,39.0,3395,38.8,3476,39.7,0,8,1,9,0,18,1638,4,0,1642,8,1073,11,0,4,0,0,17,537,1642,1073,9,37,1010,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000290,Harrow,Harrow Weald,8645,3753,43.4,3710,42.9,3821,44.2,0,4,0,39,0,43,1763,3,0,1766,5,1227,7,0,3,0,0,9,520,1766,1227,5,39,1159,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000291,Harrow,Hatch End,8648,3418,39.5,3407,39.4,3456,40.0,0,2,0,9,0,11,1545,1,0,1546,6,949,18,0,1,0,0,6,572,1546,949,4,20,911,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000292,Harrow,Headstone North,8085,3715,45.9,3703,45.8,3761,46.5,0,2,1,9,0,12,1380,2,0,1382,2,980,5,0,2,0,0,0,395,1382,980,6,25,934,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000293,Harrow,Headstone South,8464,3446,40.7,3390,40.1,3507,41.4,0,8,0,48,0,56,1406,2,0,1408,2,900,12,1,1,0,0,4,490,1408,900,4,37,839,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000294,Harrow,Kenton East,8488,3800,44.8,3783,44.6,3881,45.7,0,5,0,12,0,17,1649,7,0,1656,7,1167,16,2,5,0,0,5,461,1656,1167,15,47,1086,65,,,,,,,,,,,,,,,,,,,,,,,,,
E05000295,Harrow,Kenton West,9014,3834,42.5,3800,42.2,3880,43.0,0,6,0,28,0,34,1541,4,0,1545,6,1022,9,1,3,0,0,4,506,1545,1022,5,39,976,49,,,,,,,,,,,,,,,,,,,,,,,,,
E05000296,Harrow,Marlborough,8865,3306,37.3,3286,37.1,3358,37.9,0,5,0,15,0,20,1426,0,0,1426,0,884,10,0,0,0,0,14,518,1426,884,7,26,832,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000297,Harrow,Pinner,8176,3277,40.1,3266,39.9,3321,40.6,0,3,0,8,0,11,1590,1,0,1591,3,1071,7,0,1,0,0,6,506,1591,1071,3,26,1027,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000298,Harrow,Pinner South,8158,3365,41.2,3347,41.0,3421,41.9,0,2,0,16,0,18,1504,2,0,1506,5,939,5,0,2,0,0,5,555,1506,939,1,22,883,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000299,Harrow,Queensbury,8913,3769,42.3,3742,42.0,3854,43.2,0,11,0,16,0,27,1541,1,0,1542,1,1067,18,0,1,0,0,6,450,1542,1067,14,41,982,60,,,,,,,,,,,,,,,,,,,,,,,,,
E05000300,Harrow,Rayners Lane,8599,3977,46.2,3967,46.1,4045,47.0,0,3,0,7,0,10,1645,4,0,1649,11,1106,11,2,2,0,0,14,514,1649,1106,10,39,1038,58,,,,,,,,,,,,,,,,,,,,,,,,,
E05000301,Harrow,Roxbourne,9361,3727,39.8,3690,39.4,3798,40.6,0,7,0,30,0,37,1626,5,0,1631,5,1047,9,1,4,0,0,2,568,1631,1047,9,36,976,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000302,Harrow,Roxeth,8543,3485,40.8,3442,40.3,3551,41.6,0,5,0,38,0,43,1332,2,0,1334,2,922,9,0,2,0,0,4,397,1334,922,1,42,856,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05000303,Harrow,Stanmore Park,9077,3364,37.1,3339,36.8,3407,37.5,0,8,0,17,0,25,2085,3,0,2088,6,1283,22,0,3,0,0,5,775,2088,1283,11,32,1240,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05000304,Harrow,Wealdstone,8052,3076,38.2,3043,37.8,3152,39.1,0,15,0,18,0,33,1375,2,0,1377,2,926,13,0,2,0,0,11,425,1377,926,2,48,850,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000305,Harrow,West Harrow,7845,3442,43.9,3413,43.5,3504,44.7,0,4,0,25,0,29,1393,2,0,1395,4,953,7,2,0,0,0,4,429,1395,953,9,35,891,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05000306,Havering,Brooklands,11836,4712,39.8,4695,39.7,4764,40.3,0,7,0,10,0,17,1792,6,0,1798,0,1226,52,0,6,0,0,2,510,1796,1226,10,22,1174,33,56,8,251,2,72,08/05/2014,09/05/2014,2529,N/A,No,46,34,64,200,117,57,420,29,Xpress,Xpress,134,,,,
E05000307,Havering,Cranham,10213,4855,47.5,4843,47.4,4887,47.9,0,3,2,7,0,12,1580,1,0,1581,0,1160,16,0,1,0,0,0,404,1581,1160,4,14,1128,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05000308,Havering,Elm Park,9858,4349,44.1,4329,43.9,4423,44.9,12,8,0,0,0,20,1306,1,0,1307,0,912,21,0,1,0,0,4,369,1307,912,6,34,838,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000309,Havering,Emerson Park,9700,4433,45.7,4418,45.5,4485,46.2,0,4,0,11,0,15,1632,1,0,1633,0,1144,6,0,1,0,0,3,479,1633,1144,7,17,1092,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000310,Havering,Gooshays,10557,3841,36.4,3832,36.3,3898,36.9,0,4,0,5,0,9,1399,1,0,1400,0,895,24,0,1,0,0,14,467,1401,895,11,26,838,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000311,Havering,Hacton,10049,4680,46.6,4668,46.5,4726,47.0,0,10,0,2,0,12,1461,1,0,1462,0,1079,13,0,1,0,0,7,366,1466,1079,14,22,1033,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000312,Havering,Harold Wood,10111,4621,45.7,4607,45.6,4673,46.2,0,4,0,10,0,14,1477,5,0,1482,0,1071,12,0,5,0,0,9,385,1482,1071,12,26,1019,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000313,Havering,Havering Park,9980,4190,42.0,4175,41.8,4263,42.7,0,7,0,8,0,15,1543,1,0,1544,0,1066,23,0,1,0,0,5,449,1544,1066,5,25,993,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000314,Havering,Heaton,9625,3581,37.2,3567,37.1,3637,37.8,0,4,1,9,0,14,1404,5,0,1409,0,990,21,0,5,0,0,10,383,1409,990,7,20,934,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000315,Havering,Hylands,10543,4651,44.1,4646,44.1,4701,44.6,0,3,0,2,0,5,1538,3,0,1541,0,1084,6,0,3,0,0,3,445,1541,1084,6,17,1034,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000316,Havering,Mawneys,9908,4332,43.7,4312,43.5,4396,44.4,0,0,0,20,0,20,1573,4,0,1577,0,1134,19,0,4,0,0,8,412,1577,1134,10,16,1070,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000317,Havering,Pettits,10600,5252,49.5,5239,49.4,5295,50.0,0,2,0,11,0,13,1780,2,0,1782,0,1314,25,0,2,0,0,2,439,1782,1314,9,15,1271,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000318,Havering,Rainham & Wennington,9710,3757,38.7,3749,38.6,3803,39.2,0,4,0,4,0,8,1305,2,0,1307,0,866,26,0,2,0,0,1,412,1307,866,10,19,820,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000319,Havering,Romford Town,12427,5027,40.5,5009,40.3,5100,41.0,0,5,0,13,0,18,2131,5,0,2136,0,1451,33,0,5,0,0,9,638,2136,1451,5,27,1378,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000321,Havering,South Hornchurch,10442,3923,37.6,3917,37.5,3960,37.9,0,5,0,1,0,6,1252,1,0,1253,0,843,31,0,1,0,0,5,374,1254,843,4,21,806,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000322,Havering,Squirrels Heath,10507,4681,44.6,4669,44.4,4741,45.1,0,1,0,11,0,12,1887,2,0,1889,0,1331,22,0,2,0,0,4,530,1889,1331,9,23,1271,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000320,Havering,St. Andrews,10882,4668,42.9,4657,42.8,4726,43.4,3,8,0,0,0,11,1589,3,0,1592,0,1126,25,0,3,0,0,5,433,1592,1126,9,17,1068,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000323,Havering,Upminster,10536,5190,49.3,5178,49.1,5238,49.7,0,6,0,6,0,12,1719,7,0,1726,0,1265,15,0,7,0,0,4,435,1726,1265,6,19,1217,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000324,Hillingdon,Barnhill,9623,3281,34.1,3261,33.9,3319,34.5,1,4,0,15,0,20,953,9,0,962,0,648,29,1,0,9,0,15,260,962,648,7,31,610,38,332,1,160,2,84,09/05/2014,09/05/2014,1763,220,No,148,39,305,311,147,30,68,397,Express,Express,142,,,,
E05000325,Hillingdon,Botwell,11598,3723,32.1,3718,32.1,3762,32.4,0,4,0,1,0,5,1253,3,0,1256,0,788,21,1,0,3,0,11,432,1256,778,8,31,749,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000326,Hillingdon,Brunel,10064,2949,29.3,2940,29.2,2978,29.6,0,1,0,8,0,9,1199,6,0,1205,0,818,14,0,0,6,0,19,348,1205,818,6,23,789,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000327,Hillingdon,Cavendish,9085,3707,40.8,3704,40.8,3732,41.1,0,0,0,3,0,3,1278,3,0,1281,0,878,9,1,0,3,0,4,386,1281,878,0,14,853,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000328,Hillingdon,Charville,9337,3744,40.1,3737,40.0,3774,40.4,0,3,0,4,0,7,1016,4,0,1020,0,677,15,0,0,4,0,8,316,1020,677,6,24,647,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000329,Hillingdon,Eastcote & East Ruislip,10223,4416,43.2,4408,43.1,4694,45.9,0,1,0,7,0,8,1553,10,0,1563,0,1019,8,0,0,10,0,0,526,1563,778,0,14,741,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000330,Hillingdon,HAREFIELD,5843,2232,38.2,2230,38.2,2247,38.5,0,0,0,2,0,2,714,2,0,716,0,489,4,0,0,2,0,3,218,716,489,3,12,474,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000331,Hillingdon,Heathrow Villages,8671,2783,32.1,2772,32.0,2803,32.3,0,3,0,8,0,11,1000,1,0,1001,0,622,37,0,0,1,0,29,312,1001,622,11,9,602,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000332,Hillingdon,Hillingdon East,9414,3511,37.3,3496,37.1,3534,37.5,0,4,0,11,0,15,1196,7,0,1203,0,820,19,0,0,7,0,11,347,1203,820,8,15,797,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000333,Hillingdon,Ickenham,8266,3654,44.2,3640,44.0,3666,44.3,0,4,0,10,0,14,1220,4,0,1224,0,846,14,1,0,4,0,4,355,1224,846,1,11,834,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05000334,Hillingdon,Manor,8943,3756,42.0,3752,42.0,3783,42.3,0,2,0,2,0,4,1173,5,0,1178,0,816,16,0,0,5,0,5,336,1178,816,1,26,789,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000335,Hillingdon,Northwood,8733,3205,36.7,3197,36.6,3220,36.9,0,1,2,5,0,8,1518,4,0,1522,0,982,14,0,0,4,0,9,513,1522,982,8,7,967,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000336,Hillingdon,Northwood Hills,9293,3596,38.7,3588,38.6,3622,39.0,0,2,2,4,0,8,1563,12,0,1575,0,1039,39,0,0,12,0,14,471,1575,1039,9,17,1013,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000337,Hillingdon,Pinkwell,10316,3384,32.8,3373,32.7,3432,33.3,0,6,0,5,0,11,1213,1,0,1214,0,758,24,0,0,1,0,16,415,1214,758,17,31,710,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000338,Hillingdon,South Ruislip,9138,3171,34.7,3168,34.7,3201,35.0,0,1,0,2,0,3,1258,4,0,1262,0,777,26,0,0,4,0,12,443,1262,777,5,25,747,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000339,Hillingdon,Townfield,10504,3813,36.3,3804,36.2,3857,36.7,0,2,0,7,0,9,1196,1,0,1197,0,765,31,0,0,1,0,18,382,1197,765,11,33,721,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000340,Hillingdon,Uxbridge North,9944,3610,36.3,3598,36.2,3643,36.6,0,3,0,9,0,12,1648,10,0,1658,0,1097,31,0,0,10,0,11,509,1658,1097,6,27,1064,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000341,Hillingdon,Uxbridge South,10246,3187,31.1,3178,31.0,3209,31.3,0,1,0,8,0,9,1028,3,0,1031,0,697,14,0,0,3,0,4,313,1031,697,7,15,675,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000342,Hillingdon,West Drayton,11072,3764,34.0,3755,33.9,3802,34.3,0,2,0,7,0,9,1366,4,0,1370,0,902,22,0,0,4,0,19,423,1370,902,13,25,864,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000343,Hillingdon,West Ruislip,8999,3366,37.4,3360,37.3,3387,37.6,0,0,0,6,0,6,1235,5,0,1240,0,860,18,1,0,5,0,6,350,1240,860,0,21,839,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000344,Hillingdon,Yeading,9663,3372,34.9,3353,34.7,3403,35.2,0,5,0,14,0,19,1150,3,0,1153,0,770,19,0,0,3,0,19,342,1153,770,10,21,739,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000345,Hillingdon,Yiewsley,9618,3182,33.1,3173,33.0,3219,33.5,0,2,0,7,0,9,1173,6,0,1179,0,778,26,1,0,6,0,11,357,1179,778,0,14,741,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000346,Hounslow,Bedfont,9791,2686,27.4,2650,27.1,2706,27.6,0,7,0,29,0,36,1374,1,0,1375,0,1007,5,0,1,0,0,2,360,1375,1007,5,27,987,32,108,20,135,2,71,07/05/2014,09/05/2014,18170,29,Yes,41,128,27,262,192,37,303,43,Halarose,AvantGuard,104,,,,
E05000347,Hounslow,Brentford,11416,3086,27.0,3074,26.9,3125,27.4,0,2,0,8,2,12,1294,1,0,1295,0,901,8,0,1,0,0,2,383,1295,901,9,22,862,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000348,Hounslow,Chiswick Homefields,8465,2488,29.4,2464,29.1,2516,29.7,0,4,0,20,0,24,1246,1,0,1247,0,852,3,0,1,0,0,0,391,1247,852,6,15,824,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000349,Hounslow,Chiswick Riverside,8837,2704,30.6,2691,30.5,2735,30.9,0,6,0,7,0,13,1255,1,0,1256,0,866,7,1,0,0,0,0,382,1256,866,9,13,835,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000350,Hounslow,Cranford,9468,2384,25.2,2358,24.9,2492,26.3,0,8,0,15,3,26,1566,2,0,1568,0,1166,7,2,0,0,0,0,393,1568,1166,17,63,1058,80,,,,,,,,,,,,,,,,,,,,,,,,,
E05000351,Hounslow,Feltham North,8629,2354,27.3,2341,27.1,2385,27.6,0,2,0,11,0,13,1196,2,0,1198,0,893,6,1,1,0,0,0,297,1198,1196,7,17,862,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000352,Hounslow,Feltham West,10775,2652,24.6,2630,24.4,2702,25.1,0,4,0,18,0,22,1267,3,0,1270,0,882,14,0,3,0,0,0,371,1270,882,10,12,832,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000353,Hounslow,Hanworth,8657,2213,25.6,2198,25.4,2258,26.1,0,3,0,12,0,15,1069,2,0,1071,0,769,9,1,1,0,0,0,291,1071,769,11,21,724,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000354,Hounslow,Hanworth Park,8803,2623,29.8,2612,29.7,2650,30.1,0,5,0,6,0,11,1059,2,0,1061,0,751,5,2,0,0,0,2,301,1061,751,13,18,724,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000355,Hounslow,Heston Central,9243,2560,27.7,2540,27.5,2611,28.2,0,3,0,13,4,20,1367,2,0,1369,0,971,4,1,1,0,0,0,392,1369,971,9,25,920,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000356,Hounslow,Heston East,9499,2520,26.5,2502,26.3,2576,27.1,0,4,0,13,1,18,1063,2,0,1065,0,733,17,0,2,0,0,1,312,1065,733,11,30,677,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000357,Hounslow,Heston West,9181,2886,31.4,2862,31.2,2958,32.2,0,7,0,17,0,24,1173,3,0,1176,0,905,10,0,3,0,0,1,257,1176,905,8,43,833,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05000358,Hounslow,Hounslow Central,11594,3035,26.2,3019,26.0,3086,26.6,0,4,0,12,0,16,1173,3,0,1176,0,868,5,2,1,0,0,3,297,1176,868,16,26,817,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000359,Hounslow,Hounslow Heath,10562,2755,26.1,2737,25.9,2806,26.6,0,2,0,16,0,18,1283,0,0,1283,0,866,19,0,0,0,0,0,398,1283,866,11,32,815,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000360,Hounslow,Hounslow South,8942,3267,36.5,3251,36.4,3306,37.0,0,6,0,10,0,16,998,2,0,1000,0,737,9,0,2,0,0,0,252,1000,737,4,23,698,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000361,Hounslow,Hounslow West,9841,2936,29.8,2903,29.5,2985,30.3,0,3,0,27,3,33,1131,0,0,1131,0,813,5,0,0,0,0,1,312,1131,813,3,29,764,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000362,Hounslow,Isleworth,8904,2744,30.8,2728,30.6,2798,31.4,0,6,0,7,3,16,1231,7,0,1238,0,852,6,0,7,0,0,3,370,1238,852,16,28,798,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000363,Hounslow,Osterley & Spring Grove,10093,2922,29.0,2899,28.7,2966,29.4,0,1,0,15,7,23,1168,1,0,1169,0,818,3,0,1,0,0,5,342,1169,818,7,19,774,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000364,Hounslow,Syon,10226,2923,28.6,2908,28.4,2959,28.9,0,3,0,12,0,15,1374,2,0,1376,0,949,13,1,1,0,0,3,409,1376,949,18,26,913,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000365,Hounslow,Turnham Green,8664,2378,27.4,2370,27.4,2403,27.7,0,3,0,3,2,8,1093,0,0,1093,0,705,5,0,0,0,0,2,381,1093,705,6,9,680,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000366,Islington,Barnsbury,9072,3614,39.8,3589,39.6,3702,40.8,0,3,0,22,0,25,1545,8,0,1553,14,1103,12,0,8,0,0,5,430,1558,1103,14,49,1015,95,501,160,213,10,27,02/05/2014,09/05/2014,2001,230,No,34,105,22,303,131,33,273,48,Xpress,Xpress,91,,,,
E05000367,Islington,Bunhill,10464,3535,33.8,3513,33.6,3597,34.4,0,4,0,18,0,22,1391,1,0,1392,7,861,19,0,1,0,0,1,511,1393,861,8,31,799,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05000368,Islington,Caledonian,8929,3589,40.2,3557,39.8,3651,40.9,0,3,0,29,0,32,1272,4,0,1276,10,852,22,0,4,0,0,11,387,1276,852,10,30,790,65,,,,,,,,,,,,,,,,,,,,,,,,,
E05000369,Islington,Canonbury,9060,3364,37.1,3336,36.8,3413,37.7,0,10,0,18,0,28,1327,5,0,1332,10,843,13,2,3,0,0,8,463,1332,843,5,22,794,54,,,,,,,,,,,,,,,,,,,,,,,,,
