ONS ward no,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature) ,PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both),Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
,Tower Hamlets,Spitalfields and Banglatown,9316,4070,43.7,4024,43.2,4188,45.0,0,34,0,12,0,46,1704,31,0,1735,32,1313,18,0,31,0,0,1,1568,1735,1313,12,107,1195,119,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,St Dunstan's,8570,4780,55.8,4709,54.9,4845,56.5,0,32,0,39,0,71,1233,0,0,1233,1,959,15,0,0,0,0,0,1151,1233,959,5,60,894,65,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,St Katherine's and Wapping,8116,3756,46.3,3738,46.1,3797,46.8,0,6,1,11,0,18,1909,13,0,1922,15,1251,18,1,12,0,0,1,1791,1922,1251,4,37,1210,41,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,St Peter's,13182,6183,46.9,6129,46.5,6340,48.1,0,14,2,38,0,54,2195,18,0,2213,25,1690,25,0,18,0,0,0,2039,2213,1690,17,134,1533,151,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Stepney Green,8130,4463,54.9,4417,54.3,4533,55.8,0,29,0,17,0,46,1079,6,0,1085,8,806,20,1,5,0,0,0,1010,1085,806,5,69,736,74,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Weavers,8759,4048,46.2,4017,45.9,4174,47.7,0,17,0,14,0,31,1739,10,0,1749,15,1337,0,0,10,0,0,1,1646,1749,1337,11,115,1211,126,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Whitechapel,11337,4804,42.4,4752,41.9,4911,43.3,0,28,0,24,0,52,1796,11,0,1807,14,1325,24,0,11,0,0,0,1708,1807,1325,9,98,1218,107,,,,,,,,,,,,,,,,,,,,,,,,,
E05000590,Waltham Forest,CANN HALL,9039,3159,34.9,3154,34.9,3251,36.0,0,5,0,0,0,5,1248,0,0,1248,5,776,21,0,0,0,0,9,442,1248,776,24,68,684,0,216,63,129,1,68,08/05/2014,08/05/2014,1224,254,No,55,21,44,680,130,295,0,0,Xpress,Xpress,127,,,,
E05000591,Waltham Forest,Cathall,8494,2639,31.1,2627,30.9,2688,31.6,0,7,0,5,0,12,1003,0,0,1003,1,522,29,0,0,0,0,2,450,1003,0,3,46,473,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000592,Waltham Forest,Chapel End,9537,3581,37.5,3545,37.2,3650,38.3,0,15,0,21,0,36,1118,0,0,1118,0,680,15,0,0,0,0,7,436,1118,660,5,44,611,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000593,Waltham Forest,Chingford Green,8301,3308,39.9,3299,39.7,3337,40.2,0,0,0,9,0,9,1189,0,0,1189,3,742,16,0,0,0,0,7,424,1189,742,4,24,713,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000594,Waltham Forest,Endlebury,8402,3390,40.3,3385,40.3,3398,40.4,0,0,0,0,5,5,1054,0,0,1054,2,669,8,0,0,0,0,2,375,1054,669,10,28,661,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000595,Waltham Forest,FOREST,8880,3542,39.9,3529,39.7,3598,40.5,0,8,0,5,0,13,1603,0,0,1603,3,1015,21,0,0,0,0,8,559,1603,1008,10,115,959,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000596,Waltham Forest,Grove Green,10008,3714,37.1,3681,36.8,3770,37.7,0,6,0,27,0,33,1493,5,0,1498,5,922,8,1,4,0,0,5,558,1498,922,4,133,866,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000597,Waltham Forest,Hale End & Highams Park,8633,3681,42.6,3670,42.5,3727,43.2,0,4,0,7,0,11,1125,0,0,1125,1,735,13,0,0,0,0,5,372,1125,735,9,37,689,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000598,Waltham Forest,Hatch Lane,8627,3174,36.8,3169,36.7,3228,37.4,0,0,0,5,0,5,1039,3,0,1042,5,627,13,0,3,0,0,4,0,647,626,5,38,573,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000599,Waltham Forest,HIGH STREET,10005,4090,40.9,4068,40.7,4192,41.9,0,5,0,17,0,22,1307,4,0,1311,4,766,23,0,4,0,0,7,511,1311,766,18,84,664,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000600,Waltham Forest,Higham Hill,9285,3418,36.8,3376,36.4,3484,37.5,0,12,0,30,0,42,1052,2,0,1054,4,661,28,0,2,0,0,2,361,1054,661,7,59,595,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000601,Waltham Forest,Hoe Street,9605,3645,37.9,3613,37.6,3706,38.6,0,7,0,25,0,32,1078,1,0,1079,2,641,15,0,1,0,0,12,410,1079,641,8,51,580,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000602,Waltham Forest,Larkswood,8690,3174,36.5,3160,36.4,3260,37.5,0,0,1,13,0,14,1152,0,0,1152,2,730,14,0,0,0,0,3,405,1152,730,10,56,644,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000603,Waltham Forest,Lea Bridge,10744,3350,31.2,3323,30.9,3407,31.7,0,5,0,22,0,27,1047,2,0,1049,4,586,26,0,2,0,0,11,424,1049,584,9,48,529,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000604,Waltham Forest,Leyton,9858,3615,36.7,3597,36.5,3705,37.6,0,10,0,8,0,18,1564,2,0,1566,3,880,25,0,2,0,0,12,647,1566,880,24,66,790,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000605,Waltham Forest,LEYTONSTONE,9164,3559,38.8,3541,38.6,3617,39.5,0,1,0,17,0,18,1098,5,0,1103,7,609,17,0,5,0,0,0,8,639,608,12,45,551,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000606,Waltham Forest,Markhouse,9364,3200,34.2,3183,34.0,3289,35.1,0,4,0,13,0,17,1101,2,0,1103,2,699,13,0,2,0,0,6,383,1103,699,12,77,610,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000607,Waltham Forest,Valley,8702,3287,37.8,3263,37.5,3324,38.2,0,0,0,24,0,24,1084,1,,1085,2,725,,,,,,,,,725,4,33,688,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000608,Waltham Forest,William Morris,9222,3830,41.5,3812,41.3,3908,42.4,0,4,2,12,0,18,1077,1,0,1078,4,727,21,0,1,0,0,5,324,1078,727,17,61,649,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000609,Waltham Forest,Wood Street,9499,3877,40.8,3858,40.6,3922,41.3,0,4,0,15,0,19,1003,3,0,1006,5,618,24,0,3,0,0,8,353,1006,618,15,30,573,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000610,Wandsworth,Balham,11518,3984,34.6,3973,34.5,4007,34.8,0,3,0,8,0,11,1903,0,0,1903,15,1206,15,0,0,0,0,8,674,1903,1205,4,18,1183,0,740,52,291,8,100,30/04/2104,09/05/2014,4380,186,yes,14,25,15,222,286,129,5,82,Xpress,Xpress,166,,,,
E05000611,Wandsworth,Bedford,11405,4508,39.5,4494,39.4,4544,39.8,0,4,0,10,0,14,1784,3,0,1787,14,1208,16,0,3,0,0,12,5448,1787,1206,0,34,1172,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000612,Wandsworth,Earlsfield,12541,4808,38.3,4790,38.2,4843,38.6,0,5,0,13,0,18,2070,2,0,2072,18,1312,18,0,2,0,0,13,727,2072,1309,7,25,1277,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000613,Wandsworth,East Putney,12007,4294,35.8,4276,35.6,4323,36.0,0,5,0,13,0,18,2057,4,0,2061,19,1355,10,0,4,0,0,14,678,2061,1351,0,25,1326,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000614,Wandsworth,Fairfield,11364,3617,31.8,3605,31.7,3633,32.0,0,5,0,7,0,12,1688,3,0,1691,14,1021,16,0,3,0,0,3,648,1691,1017,2,10,1005,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000615,Wandsworth,Furzedown,11382,4969,43.7,4957,43.6,5001,43.9,1,0,0,11,0,12,1679,3,0,1682,15,1124,24,0,3,0,0,11,520,1682,1121,2,27,1092,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000616,Wandsworth,Graveney,11515,4390,38.1,4375,38.0,4424,38.4,0,5,0,10,0,15,1596,3,0,1599,9,1002,8,1,2,0,0,12,574,1599,1000,3,29,968,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000617,Wandsworth,Latchmere,11409,3985,34.9,3970,34.8,4040,35.4,0,5,0,10,0,15,2146,8,0,2154,8,1406,19,0,8,0,0,10,711,2154,1395,2,42,1351,1,,,,,,,,,,,,,,,,,,,,,,,,,
E05000618,Wandsworth,Nightingale,11404,4152,36.4,4138,36.3,4174,36.6,0,4,0,10,0,14,1896,2,0,1898,12,1146,10,0,2,0,0,20,720,1898,1144,0,20,1124,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000619,Wandsworth,Northcote,11013,3668,33.3,3654,33.2,3689,33.5,0,1,0,13,0,14,1959,1,0,1960,16,1190,15,0,1,0,0,2,752,1960,1188,2,17,1169,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000620,Wandsworth,Queenstown,12083,4324,35.8,4317,35.7,4380,36.2,0,6,0,1,0,7,2488,9,0,2497,22,1624,32,0,9,0,0,4,828,2497,1618,2,48,1568,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000621,Wandsworth,Roehampton,11034,3863,35.0,3844,34.8,3940,35.7,0,5,0,14,0,19,2546,4,0,2550,16,1678,30,1,3,0,0,9,829,2550,1674,2,71,1601,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000623,Wandsworth,Shaftesbury,11303,3733,33.0,3709,32.8,3766,33.3,0,5,0,19,0,24,1815,2,0,1817,17,1152,8,0,2,0,0,20,635,1817,1144,2,23,1119,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000624,Wandsworth,SOUTHFIELDS,12752,5057,39.7,5037,39.5,5092,39.9,0,11,0,9,0,20,2141,3,0,2144,24,1429,20,0,3,0,0,8,684,2144,1422,2,26,1394,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000622,Wandsworth,St. Marys Park,12851,4311,33.5,4305,33.5,4359,33.9,0,4,0,2,0,6,2338,2,0,2340,18,1533,16,0,2,0,0,8,781,2340,1530,4,41,1485,1,,,,,,,,,,,,,,,,,,,,,,,,,
E05000625,Wandsworth,Thamesfield,12056,4523,37.5,4520,37.5,4538,37.6,0,1,1,1,0,3,1940,1,0,1941,35,1288,11,0,1,0,0,13,628,1941,1286,2,11,1273,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000626,Wandsworth,Tooting,12126,5043,41.6,5027,41.5,5084,41.9,0,5,0,11,0,16,1527,3,0,1530,13,1088,12,1,2,0,0,7,0,420,1083,4,32,1047,2,,,,,,,,,,,,,,,,,,,,,,,,,
E05000627,Wandsworth,Wandsworth Common,10658,4173,39.2,4172,39.1,4192,39.3,0,1,0,0,0,1,2027,0,0,2027,22,1345,7,0,0,0,0,8,667,2027,1343,2,15,1326,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000628,Wandsworth,West Hill,12161,4549,37.4,4526,37.2,4601,37.8,0,5,0,18,0,23,2177,3,0,2180,17,1420,32,0,3,0,0,12,713,2180,1410,4,38,1368,1,,,,,,,,,,,,,,,,,,,,,,,,,
E05000629,Wandsworth,West Putney,11447,4304,37.6,4289,37.5,4346,38.0,0,6,0,9,0,15,2266,2,0,2268,16,1558,19,0,2,0,0,20,669,2268,1556,10,30,1516,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05000630,Westminster,Abbey Road,6537,2019,30.9,2010,30.7,2037,31.2,0,0,0,9,0,9,965,0,0,965,0,604,15,0,0,0,0,3,343,965,604,4,4,586,23,328,12,115,3,41,08/05/2014,09/05/2014,2253,220,Yes,19,5,87,0,35,16,7,288,Halarose,AvantGuard,109,,,,
E05000631,Westminster,Bayswater,6725,2047,30.4,2018,30.0,2061,30.6,0,3,0,26,0,29,773,0,0,773,0,506,9,0,0,0,0,8,250,773,506,2,0,492,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05000632,Westminster,Bryanston & Dorset Square,6981,2055,29.4,2042,29.3,2077,29.8,0,0,0,13,0,13,1004,1,0,1005,0,623,9,0,1,0,0,6,366,1005,623,5,3,601,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000634,Westminster,Church Street,7296,2537,34.8,2514,34.5,2577,35.3,0,3,0,20,0,23,872,1,0,873,0,613,24,0,1,0,0,0,234,872,613,10,4,573,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000633,Westminster,Churchill,6550,2739,41.8,2710,41.4,2768,42.3,0,2,0,27,0,29,895,0,0,895,0,630,11,0,0,0,0,1,253,895,630,8,1,601,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000635,Westminster,Harrow Road,7800,2565,32.9,2544,32.6,2578,33.1,0,2,0,19,0,21,714,0,0,714,0,427,27,0,0,0,0,7,253,714,427,1,2,414,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05000636,Westminster,Hyde Park,7193,1913,26.6,1895,26.3,1931,26.8,0,1,0,17,0,18,1120,2,0,1122,0,646,18,0,2,0,0,9,447,1122,646,5,3,628,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05000637,Westminster,Knightsbridge & Belgravia,5698,1498,26.3,1487,26.1,1518,26.6,0,0,0,11,0,11,992,0,0,992,0,614,18,0,0,0,0,5,355,992,614,9,2,594,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000638,Westminster,Lancaster Gate,7485,2173,29.0,2155,28.8,2197,29.4,0,2,0,16,0,18,933,1,0,934,0,601,16,0,1,0,0,10,306,934,601,7,4,577,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000639,Westminster,LITTLE VENICE,6661,2166,32.5,2142,32.2,2185,32.8,0,0,0,24,0,24,882,2,0,884,0,584,19,0,2,0,0,9,270,884,584,1,4,565,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05000640,Westminster,MAIDA VALE,6877,2462,35.8,2449,35.6,2484,36.1,0,1,0,12,0,13,846,1,0,847,0,558,16,0,1,0,0,6,266,847,558,6,2,536,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000641,Westminster,Marylebone High Street,6475,1866,28.8,1850,28.6,1879,29.0,0,1,0,15,0,16,960,0,0,960,0,610,8,0,0,0,0,5,337,960,610,5,1,597,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05000642,Westminster,Queens Park,7864,2783,35.4,2747,34.9,2815,35.8,0,2,0,34,0,36,737,0,0,737,0,499,11,0,0,0,0,2,225,737,499,10,2,467,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000643,Westminster,Regents Park,7252,2260,31.2,2242,30.9,2302,31.7,0,0,0,18,0,18,1176,3,0,1179,0,664,14,0,3,0,0,2,496,1179,664,13,5,622,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000644,Westminster,St. Jamess,7275,2150,29.6,2141,29.4,2180,30.0,0,3,0,6,0,9,1076,1,0,1077,0,685,20,1,0,0,0,9,362,1077,685,6,5,655,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000645,Westminster,Tachbrook,5940,2219,37.4,2206,37.1,2235,37.6,0,3,0,10,0,13,763,2,0,765,0,510,8,0,2,0,0,7,238,765,510,1,2,494,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05000646,Westminster,Vincent Square,7221,2637,36.5,2619,36.3,2665,36.9,1,2,0,15,0,18,1086,2,0,1088,0,715,13,0,2,0,0,5,353,1088,715,5,7,687,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000647,Westminster,Warwick,6703,2370,35.4,2340,34.9,2385,35.6,0,3,0,20,7,30,981,3,0,984,0,637,18,0,3,0,0,5,321,984,637,4,1,622,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000648,Westminster,West End,6301,1884,29.9,1869,29.7,1905,30.2,0,0,0,15,0,15,874,1,0,875,0,522,15,0,1,0,0,8,329,875,522,4,4,501,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000649,Westminster,Westbourne,8007,2569,32.1,2551,31.9,2597,32.4,0,2,0,16,0,18,856,1,0,857,0,570,9,0,1,0,0,2,275,857,570,5,5,542,28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
